"Sample","PC1","PC2","PC3","Population","Country","Region","RegionPopulation","Site"
"ERR039236",-19.5939851550627,-2.1707387051656,-0.409269616069412,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039237",20.127586002911,-0.246666820005104,-2.39585898679901,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039238",18.674853811441,0.931866038102605,-1.29389605096652,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039239",19.0724580380167,1.67777172616792,0.622815464057857,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039240",18.9043523963673,0.730537657291022,-1.20572212911637,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039241",20.2587151615341,0.697917078043292,-0.177144084109483,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039242",25.8519099757565,-40.4518672021387,2.51425325959418,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039243",18.5610765589933,-0.626723713988194,-1.37436121260394,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039859",17.4409464669854,1.32931243512805,0.418949241020145,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039860",25.7108176293705,-41.0163710959206,2.06063242711524,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039862",16.7208574221389,0.333359852797187,0.77056043831446,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039863",25.6517014626944,-40.2864207838428,2.52311289761481,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039864",16.9997347262338,2.47256979570432,0.130851108256686,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039865",18.2705244777991,3.83588925922202,0.342298522665102,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039866",21.2843158259473,-18.2646075025239,1.23544049566614,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039869",16.5972508924922,2.38903265323712,1.07655355511585,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039871",17.3447627543127,1.31591240623157,-0.0505538619804437,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039874",17.3307707582496,2.29828169009794,0.120551810397946,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039875",22.6411754205906,-15.6019238483796,-0.785715543422492,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039876",25.7752862604978,-40.76764383662,2.39825966931716,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039877",18.8394006432952,1.05064717708601,-1.57088390141267,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039878",19.8282238116474,-6.37198874447581,2.57599726177795,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039879",24.9842592112492,-27.8708867952865,0.459598457866029,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039880",16.7140782362842,3.98850370569722,2.11739519800922,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039881",21.5827660366895,-1.7464132050259,-1.68588240791108,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039882",18.4303850950547,-0.17131553111428,-1.18560217277674,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039883",18.8182321455486,2.4413112158764,1.29809604817444,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039884",16.8398897539629,-0.45362902875258,1.3582163172905,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039885",17.5340414654911,1.0458993482098,0.384130120671799,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039886",3.48308626505126,4.12447457916998,1.21089797470951,"SAS","Bangladesh","Asia","Asia-SAS","Bandarban"
"ERR039888",-19.5576467944876,-1.04995803545657,-0.643241683328898,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039889",19.0556752611761,-1.56781470263126,-0.53325191603893,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039892",-19.1645028231749,-1.31355053589092,-0.436497252759434,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039893",23.938473565768,-24.6205834599888,-0.564286016979376,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039895",22.0009924076856,-2.49841784642111,-2.83830659909193,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039898",20.7557554929206,-2.10698144955557,-1.51355918590898,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039899",21.915890285994,-11.6746382748821,-0.925860375304649,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039900",18.8211336936894,-5.66218707192338,0.827596780119476,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039903",-19.4797974058574,-0.864443735639281,19.1022642282572,"SAM","Colombia","SAM","SAM","Quibdo"
"ERR039904",21.6651964064294,-1.81055281794161,-1.76094690741014,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039905",17.6107745394272,2.13167330509329,1.48542963082032,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039912",22.2060939196684,-12.5843880404812,-1.06966367523592,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039914",2.19366593482851,4.34268264589019,2.21001888813537,"SAS","Bangladesh","Asia","Asia-SAS","Bandarban"
"ERR039916",25.8068565723891,-40.1629065566353,2.45035924035966,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039917",2.98466976020574,5.6540403154953,2.23095764210336,"SAS","Bangladesh","Asia","Asia-SAS","Bandarban"
"ERR039919",18.7688367124355,2.13910838720987,0.0606555281803567,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039921",21.6174141402742,-1.6826555462402,-1.38640886277526,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039924",-20.1835702943761,-0.679232859683841,-1.23696551001117,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039925",-20.6364887323322,-2.2089993340666,-3.6298632794975,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039926",17.2037462914993,1.1972044991876,0.42533847791988,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039927",23.4697098783717,-22.4012639977806,1.29083356662544,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039929",20.6946329663197,-2.05832081597492,-1.25738134423865,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039930",-17.5318185117073,-0.417957977281968,19.8243673251018,"SAM","Colombia","SAM","SAM","Tumaco"
"ERR039931",18.305172770449,-2.71139184394012,-2.40215318210363,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039935",-20.2026398932946,-0.655492285074871,-0.698196402627021,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039936",15.5525557045706,-1.08593366960788,0.783495561775866,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039938",-20.1705616391549,-0.717935157364636,-1.33336049327847,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039941",14.0805697179821,4.84542521876071,6.79380973760452,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039943",25.860542345228,-40.8831761345694,2.19743475085261,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039944",-19.2234121251473,-1.92719029796424,-2.29495151857321,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039945",-20.539484718466,-0.970510652830202,-0.642700920652511,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039948",23.2629938492425,-27.4193780335391,-1.4022219424812,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039954",17.3881455913431,3.49356456914427,3.98261862229562,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039955",26.1014686964019,-40.7765533829804,2.61959610997357,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039956",24.5461415246845,-26.5061169227884,-0.493543618641235,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039959",17.4588187599988,-2.75687645368384,-0.295776912530848,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039965",17.3084365721823,3.23453230070985,3.28698025358397,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039967",21.6406811847847,-1.68073404316094,-2.04529444266098,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039970",19.8217176551211,-4.93681872572233,-1.89645249376674,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039971",-19.7067247026515,-0.530532087108179,-3.68748863103597,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039977",-21.9517596223001,-2.28259559095588,-0.208099219631769,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039979",-18.649660229934,-1.20286683797851,-0.0708912637144529,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR039983",21.9880288220769,-11.9947320425485,-1.46897402628395,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039984",24.2011615240561,-33.2970600664197,0.858688804646574,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039985",21.6572170166821,-0.477005467052688,-1.11277597615003,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039986",-17.9465661984508,0.084166033810735,18.6892510133334,"SAM","Colombia","SAM","SAM","Quibdo"
"ERR039987",22.9428460691532,-15.4065343045351,-0.666970129929558,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR039988",-18.5572448202389,0.645209222443424,20.6745016099286,"SAM","Colombia","SAM","SAM","Tumaco"
"ERR039995",16.1266055980469,-7.28476789849536,1.20049274160271,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039996",21.4190528860653,-27.4027817129339,-0.607052820577551,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR039997",2.11311588911998,5.42761108601447,3.4465935789224,"SAS","Bangladesh","Asia","Asia-SAS","Bandarban"
"ERR039998",24.3819660913418,-31.8542939059839,1.40407705061791,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR039999",4.61125854870035,5.56233823307455,-1.61414203933545,"SAS","Bangladesh","Asia","Asia-SAS","Bandarban"
"ERR040000",19.9735406839203,-2.69370395052773,-3.56877652628917,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040004",24.1956956823147,-29.2541362763984,2.34399113466369,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR040006",15.3274631728121,6.53732980111981,-7.15877381593842,"WSEA","Thailand","Asia","Asia-WSEA","Mae Sot"
"ERR040008",20.3328341848885,-9.52054231629677,-0.337956948415002,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040009",26.0004616143651,-40.8253841438504,2.59983796791934,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR040013",23.3371714965071,-25.03810183971,0.500637954196841,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040015",21.2566435355637,-19.9877242977716,-2.59942488558542,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR040017",23.954825478257,-25.6342209922163,0.980702822069602,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040018",24.9440708020551,-30.5603003146415,1.48963920508213,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR040022",3.23837162581586,4.60949483199597,-0.790237116343971,"SAS","Bangladesh","Asia","Asia-SAS","Bandarban"
"ERR040027",21.5214051033733,-29.7731525713823,-0.671802716494755,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040029",16.0175624832904,-0.266941828201096,-1.95137878419819,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040030",18.7615697012023,-2.59027979018262,-1.43588905302484,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040032",14.2110101555708,1.40821688717765,-1.07748972825448,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040033",18.8371294706753,-2.95429875570889,0.891512468059481,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040035",21.5302765230827,-2.06223320723521,-2.14145550845969,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040036",17.6753827228124,3.36392623641465,3.93418759300513,"ESEA","Cambodia","Asia","Asia-ESEA","Pailin"
"ERR040037",21.4167056402638,-19.8131169412535,-1.79566544498022,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040044",21.9134621943302,-12.2290099501914,-1.64769215020971,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR040050",15.5013670485043,2.53240969708596,1.29688882293939,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR042208",25.1890040331299,-27.847843631025,0.690653446778462,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042209",26.0597394061576,-40.974536622942,2.70484659287864,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042210",20.5753442785079,-0.330131714467912,-0.380396298590062,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042211",20.5578239793226,1.43483140885286,-1.35319737089316,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042212",24.3049015629277,-23.2816333606721,-1.18709407691255,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042214",19.0222473585131,0.888068682653662,-1.50358787140956,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042215",19.8638918293715,2.68186049841428,2.15528988164555,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042216",19.0061648563819,0.926605225498962,-1.26026383295218,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042222",-18.5625716002731,0.696242985611813,17.5502778055152,"SAM","Colombia","SAM","SAM","Tumaco"
"ERR042223",-17.4548165293202,1.33217115406159,18.4132635289912,"SAM","Colombia","SAM","SAM","Buenaventura"
"ERR042224",-19.1270418778427,0.211371683920833,19.2737566202407,"SAM","Colombia","SAM","SAM","Quibdo"
"ERR042226",-18.0864484269342,0.606537292297349,19.1461207733143,"SAM","Colombia","SAM","SAM","Tumaco"
"ERR042227",-18.186591634756,0.152325603567728,18.3361208691119,"SAM","Colombia","SAM","SAM","Buenaventura"
"ERR042228",-17.8390074538407,0.969156278926551,21.6705765561141,"SAM","Colombia","SAM","SAM","Guapi"
"ERR042229",-17.4099226452967,-0.402053821270756,19.8073864898524,"SAM","Colombia","SAM","SAM","Tumaco"
"ERR042230",-17.2280997624837,0.189878843806997,18.0151572006691,"SAM","Colombia","SAM","SAM","Tumaco"
"ERR042231",-18.2617565136919,0.721009690221558,21.5052696724287,"SAM","Colombia","SAM","SAM","Guapi"
"ERR042232",-20.0235012267837,0.71263131975933,19.8276413643233,"SAM","Colombia","SAM","SAM","Guapi"
"ERR042233",-16.4392166963409,-0.0186148075795293,19.2184567904067,"SAM","Colombia","SAM","SAM","Guapi"
"ERR042234",-22.560887547875,-2.32004406276469,-3.69678438649459,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042235",-21.6019731201896,-2.1377492237454,-2.17209758140185,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042237",-19.6476804754152,-1.04133285012473,-1.11622798455291,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042238",-20.754735879519,-2.3603930282609,1.51564894606407,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042239",-20.5041467712319,-1.17170300686194,-0.155657717255652,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042636",-20.8225613063046,-2.28572699812648,-1.02994107054816,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042638",-20.1907100065644,-2.22871767952924,-1.05296255104612,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042641",-19.870492616725,-0.167126219898964,-0.0327080788597557,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042645",-20.836069917162,-0.371365479983562,-0.525883983715509,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042647",-20.7621276657718,-0.248345681148574,-0.621807127502407,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR042655",25.7384983826019,-40.6499592634966,2.60214369899118,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042656",17.1847204970509,3.3604387950451,0.960173386782671,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042658",26.011728399882,-40.8410965456619,2.53470717782993,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042664",18.5968732341765,-0.218598760853764,0.0528701262583818,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042666",17.7336830145852,3.56984347031209,2.54123163720793,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR042673",23.7349765278539,-22.0041137488221,-1.09000435683952,"ESEA","Cambodia","Asia","Asia-ESEA","Tasanh"
"ERR042679",-17.5893413229943,0.0545386118925731,21.3278871166473,"SAM","Colombia","SAM","SAM","Buenaventura"
"ERR042683",-18.4165357548059,-2.37547827370032,-1.75529006352148,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR042686",-18.174596308605,-0.729179076272278,-4.26934788363122,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
