"STRid","complexity","GC_flank","GC_STR","GC_diff","MaxHe","MeanHe","MinHe","Heterozygosity","JostD","Length","Repeatunits","mean_indel","mean_Posterior","mean_stutter","Missingness"
"VIVAX_STR_205",0.57,32,68.4210526315789,36.4210526315789,0.5,0.165650641001313,0,0.152082918078533,0.0194702362095607,6,3.16667,0.56659671573363,1,0.0717056256863569,0
"VIVAX_STR_206",0.59,37,0,37,0,0,0,0,0,2,5.5,1.99042265533431,1,0.18985085327337,0.00574712643678161
"VIVAX_STR_207",0.58,32,0,32,1,0.494769053241051,0,0.628861869643213,0.314770427105929,1,18,3.09764395571763,0.985287356321839,19.1610660266546,0
"VIVAX_STR_208",0.59,33,5.55555555555556,27.4444444444444,0.0689655172413791,0.01253525663689,0,0.0352211890673428,0,1,18,1.02272397003642,0.999822485207101,9.89281868392764,0.028735632183908
"VIVAX_STR_209",0.55,30,4.76190476190476,25.2380952380952,0.5,0.17390692247861,0,0.220546932742055,0.0116838556040183,1,21,1.98822301403064,0.994484848484849,17.0197212073608,0.0517241379310345
"VIVAX_STR_210",0.56,29,0,29,0.205128205128205,0.0186480186480186,0,0.0350803043110734,0.000362089936488249,1,11,1.15035047085027,1,12.9033271384516,0.028735632183908
"VIVAX_STR_212",0.59,37,0,37,0,0,0,0,0,5,3.2,0.462078071176755,1,0,0.0114942528735632
"VIVAX_STR_214",0.58,40,0,40,0,0,0,0,0,1,10,0.607864791638419,1,5.17945408771755,0
"VIVAX_STR_215",0.55,29,0,29,0.4,0.0363636363636364,0,0.0119047619047619,0,1,11,1.10087440204927,0.999583333333333,9.78215894455803,0.0344827586206897
"VIVAX_STR_216",0.57,20,0,20,0,0,0,0,0,1,10,0.79944238049387,1,3.98538322537111,0.00574712643678161
"VIVAX_STR_217",0.59,37,0,37,0.0666666666666667,0.0100564971751412,0,0.0231198150414797,0,1,11,0.84031578439741,0.995174418604651,14.908186833484,0.0114942528735632
"VIVAX_STR_219",0.59,42,0,42,0.358974358974359,0.076028758889659,0,0.108962859610657,0,1,11,0.640177327713997,0.997241379310345,9.54037358721967,0
"VIVAX_STR_220",0.55,35,0,35,1,0.170151381942732,0,0.121924989918,0.0434472825968823,2,8.5,0.998797315612295,0.996473988439306,9.60548099675258,0.00574712643678161
"VIVAX_STR_221",0.56,29,0,29,0.285714285714286,0.0660707152232577,0,0.0903712770297837,0,1,14,2.22629151650915,0.989127906976744,15.3995114564649,0.0114942528735632
"VIVAX_STR_222",0.57,36,0,36,0.134711779448622,0.0201378446115289,0,0.0580445195829812,0,1,10,0.863764226513191,1,3.15651210690025,0.028735632183908
"VIVAX_STR_224",0.56,29,0,29,0,0,0,0,0,1,12,1.21856232570384,1,9.47943085277941,0.00574712643678161
"VIVAX_STR_225",0.58,37,0,37,1,0.511245443970544,0,0.49352202511461,0.098533982008311,1,14,1.37996150393914,0.999770114942529,17.2909392242963,0
"VIVAX_STR_226",0.59,35,0,35,1,0.407532379716689,0,0.501891984864121,0.238189060557626,1,23,1.59346517126138,0.994502923976608,14.6007770493977,0.0172413793103448
"VIVAX_STR_227",0.6,34,0,34,0,0,0,0,0,1,11,1.23611628076118,1,9.11107154554166,0.0172413793103448
"VIVAX_STR_228",0.58,32,5,27,1,0.194434760641657,0,0.0844720496894409,0.0436467701162878,1,20,1.36321560772979,0.999937888198758,18.9790674140288,0.0747126436781609
"VIVAX_STR_230",0.57,43,0,43,0,0,0,0,0,1,10,0.672210930653711,1,6.66901093488485,0.0344827586206897
"VIVAX_STR_231",0.58,35,0,35,0,0,0,0,0,1,11,0.812582214348536,0.999942196531792,8.2290261161389,0.00574712643678161
"VIVAX_STR_232",0.58,34,30,4,0.0981881940385738,0.00892619945805216,0,0.0344757241942066,0,3,3.33333,0.400470514064245,1,0.00951648518290994,0.0114942528735632
"VIVAX_STR_233",0.59,50,0,50,0,0,0,0,0,1,10,0.742664177835133,1,6.9068113752028,0.00574712643678161
"VIVAX_STR_234",0.6,54,30,24,0,0,0,0,0,3,3.33333,0.360942214769197,1,0.00877808420093844,0.0172413793103448
"VIVAX_STR_235",0.58,41,4.16666666666667,36.8333333333333,1,0.550946707113036,0.333333333333333,0.516485102084987,0.17749881980924,1,24,2.58591555428712,0.899700598802395,38.1851074487489,0.0402298850574713
"VIVAX_STR_236",0.56,21,0,21,0,0,0,0,0,3,3.33333,0.324846802102287,1,0.00598659003831418,0
"VIVAX_STR_237",0.59,54,50,4,0,0,0,0,0,2,5,0.353739148431508,1,0.0509769957321733,0.00574712643678161
"VIVAX_STR_238",0.56,33,0,33,1,0.537535654702304,0,0.545763633890929,0.113995326376196,1,17,2.62368508107834,0.941279069767442,27.607690191098,0.0114942528735632
"VIVAX_STR_240",0.59,31,0,31,1,0.252493831083063,0,0.207805015497323,0.0357952415407844,1,16,2.34634904301319,0.956804733727811,24.0548635042785,0.028735632183908
"VIVAX_STR_241",0.57,34,0,34,1,0.448979387615751,0,0.589295299440227,0.206466285853575,1,21,4.04530400089209,0.842407407407407,21.8205043029474,0.0689655172413793
"VIVAX_STR_242",0.58,39,0,39,0,0,0,0,0,3,3.33333,0.405955467407742,1,0.00569022419483328,0
"VIVAX_STR_243",0.59,49,0,49,0.285714285714286,0.0492172945733318,0,0.0464919695688927,0.00101288580175083,1,16,0.978736739882453,0.999881656804734,4.91418573076491,0.028735632183908
"VIVAX_STR_244",0.57,36,0,36,0.666666666666667,0.214926299990888,0,0.156900484744796,0.0200856738845318,1,14,2.45973351075255,0.988452380952381,19.3865535059406,0.0344827586206897
"VIVAX_STR_245",0.58,51,0,51,0,0,0,0,0,4,3,0.397953457734207,1,0.00647609843012142,0
"VIVAX_STR_246",0.59,43,27.2727272727273,15.7272727272727,0.285714285714286,0.0291088222122705,0,0.0232542139662882,0,3,3.66667,0.40766993289947,1,0.0206514676532459,0.0172413793103448
"VIVAX_STR_247",0.58,37,40,3,0.125,0.0113636363636364,0,0.0115606936416186,0,3,3.33333,0.397668148124255,1,0.0404962995097713,0.00574712643678161
"VIVAX_STR_248",0.59,47,0,47,0.0666666666666667,0.00606060606060606,0,0.0114942528735633,0,1,12,1.19429459255798,0.999540229885057,15.9307616542647,0
"VIVAX_STR_249",0.56,36,0,36,0,0,0,0,0,1,10,0.720336991771305,1,4.21927163516303,0
"VIVAX_STR_250",0.59,43,0,43,0.285714285714286,0.0566777611634421,0,0.0986645405620889,0.000375347041459973,2,6.5,0.37679397742751,0.999770114942529,2.67907806767334,0
"VIVAX_STR_251",0.56,39,0,39,0.5,0.0568965517241379,0,0.0235981966751197,0,1,11,0.971291704014339,0.997633136094675,10.9572902686113,0.028735632183908
"VIVAX_STR_253",0.57,34,0,34,1,0.489677407339995,0,0.451551661190216,0.0514109416557382,1,16,2.50339336889563,0.943072289156627,15.1694455126696,0.0459770114942529
"VIVAX_STR_256",0.53,30,50,20,0.0666666666666667,0.00606060606060606,0,0.0116279069767443,0,4,3,0.643212212128036,1,0.0152185805396224,0.0114942528735632
"VIVAX_STR_257",0.56,31,0,31,1,0.23662398384783,0,0.0686618507051944,0.0615577487229286,1,13,1.54096079878025,0.994678362573099,20.1880871287641,0.0172413793103448
"VIVAX_STR_258",0.56,27,0,27,0.125,0.0113636363636364,0,0.0114942528735633,0,2,6.5,0.447045341988123,0.999942528735632,3.6259779575434,0
"VIVAX_STR_259",0.53,27,10,17,0,0,0,0,0,1,20,1.82712756648741,1,7.89851912846321,0.0402298850574713
"VIVAX_STR_261",0.57,29,0,29,0.0338983050847457,0.00308166409861325,0,0.0116959064327487,0,3,3.33333,0.69531301612295,1,0.00584795321637427,0.0172413793103448
"VIVAX_STR_262",0.56,58,72.7272727272727,14.7272727272727,0.0338983050847457,0.00308166409861325,0,0.0116959064327487,0,3,3.66667,0.939385958259799,1,0.00657073395098233,0.0172413793103448
"VIVAX_STR_263",0.57,39,60,21,0,0,0,0,0,3,3.33333,0.754734787843574,1,0,0.00574712643678161
"VIVAX_STR_264",0.58,39,63.1578947368421,24.1578947368421,0.369230769230769,0.0623953632574322,0,0.110767113863089,0.00476952954503952,6,3.16667,0.998333743471294,0.997076023391813,0.0904031415091674,0.0172413793103448
"VIVAX_STR_265",0.56,58,40,18,0,0,0,0,0,3,3.33333,0.464796680652327,1,0.00377529447296889,0.0114942528735632
"VIVAX_STR_267",0.58,50,70,20,0.666666666666667,0.203426866539389,0,0.150414796681627,0,3,3.33333,0.640368380123117,1,0.0649724301358261,0.0114942528735632
"VIVAX_STR_270",0.58,34,0,34,0,0,0,0,0,1,11,1.44215901413948,1,8.7317221746508,0.0114942528735632
"VIVAX_STR_273",0.57,39,5.26315789473684,33.7368421052632,1,0.121726549312756,0,0.0575851393188856,0.0404180455403364,1,19,1.82602211066783,0.997777777777778,17.4180218310917,0.0172413793103448
"VIVAX_STR_274",0.59,52,0,52,0.666666666666667,0.257814508380485,0,0.500813008130081,0,1,11,1.2990487656849,0.996969696969697,10.7530571922535,0.0517241379310345
"VIVAX_STR_275",0.59,37,0,37,0.6,0.279640533840864,0,0.398544811641507,0.379003116543265,1,18,1.64368301172237,0.998662790697674,19.0991319371518,0.0114942528735632
"VIVAX_STR_276",0.6,45,0,45,0,0,0,0,0,1,12,1.12537524761073,1,12.5215222588313,0
"VIVAX_STR_277",0.59,47,0,47,0.235507246376812,0.0390979438294016,0,0.0613993710691824,0,1,13,2.65745859660943,0.9838125,21.8071033926697,0.0804597701149425
"VIVAX_STR_278",0.58,48,60,12,0,0,0,0,0,3,3.33333,0.48579084202815,1,0,0.0114942528735632
"VIVAX_STR_279",0.59,41,0,41,0.0666666666666667,0.00606060606060606,0,0.0118343195266273,0,1,14,1.92864216831209,0.997514792899408,19.2040833263332,0.028735632183908
"VIVAX_STR_280",0.58,40,0,40,1,0.106111967128916,0,0.0344132275843528,0,1,10,0.785320414600819,1,7.88428731286263,0.00574712643678161
"VIVAX_STR_282",0.58,50,35,15,0,0,0,0,0,6,3.33333,0.488494052747186,1,0.0153130635082121,0
"VIVAX_STR_283",0.58,34,5.26315789473684,28.7368421052632,0,0,0,0,0,5,3.8,0.701947646314227,1,0.0268961807423346,0.028735632183908
"VIVAX_STR_285",0.59,41,53.8461538461538,12.8461538461538,1,0.1,0,0.0116959064327487,0,4,3.25,0.47971751009311,1,0.142983352286186,0.0172413793103448
"VIVAX_STR_286",0.56,36,29.0322580645161,6.96774193548387,0,0,0,0,0,7,4.42857,0.771626032480276,1,0.00762461022776725,0.0517241379310345
"VIVAX_STR_287",0.59,46,0,46,0.5,0.0454545454545455,0,0.0117647058823528,0,3,3.33333,1.29548750799544,1,0.0419013835267862,0.0229885057471264
"VIVAX_STR_288",0.58,36,0,36,0.571428571428572,0.058005115866016,0,0.056779545763634,0.000652530326744596,1,14,1.75207886149181,0.9975,18.5791800218622,0.0114942528735632
"VIVAX_STR_289",0.59,35,0,35,0.5,0.0757109094338785,0,0.079669762641899,0.0058037320333922,1,14,1.543232100869,0.999590643274854,19.1672998090008,0.0172413793103448
"VIVAX_STR_291",0.57,40,60,20,0,0,0,0,0,3,3.33333,1.02259810483729,1,0.00395131974079342,0.0172413793103448
"VIVAX_STR_292",0.53,24,0,24,0.338095238095238,0.0646668690786337,0,0.0985627960150253,0,1,14,2.44801929968559,0.970063694267516,17.5517714862075,0.0977011494252874
"VIVAX_STR_293",0.59,23,0,23,0,0,0,0,0,3,3.33333,0.437832921610105,1,0.00688582965662906,0.0459770114942529
"VIVAX_STR_294",0.6,31,0,31,0.131034482758621,0.0119122257053292,0,0.0230541739481114,0,1,10,0.612451049844228,0.999306358381503,6.0015288510099,0.00574712643678161
"VIVAX_STR_295",0.56,32,6.25,25.75,0.0344827586206897,0.00313479623824452,0,0.0118343195266273,0,1,16,3.25286389152383,1,2.04697446230777,0.028735632183908
"VIVAX_STR_297",0.59,43,0,43,0,0,0,0,0,1,18,0.806702171658481,1,11.1005113650309,0.0172413793103448
"VIVAX_STR_298",0.59,46,63.6363636363636,17.6363636363636,0.0338983050847457,0.00308166409861325,0,0.0114942528735633,0,3,3.66667,0.468466613722706,1,0.00734198158577167,0
"VIVAX_STR_299",0.6,45,63.6363636363636,18.6363636363636,0,0,0,0,0,3,3.66667,0.436411870678131,1,0.0156491669301627,0.00574712643678161
"VIVAX_STR_300",0.57,54,100,46,0.133004926108374,0.0120913569189431,0,0.0235277542969849,0,1,10,1.21003223151899,0.999171597633136,16.3975450098761,0.028735632183908
"VIVAX_STR_301",0.59,48,0,48,0.41025641025641,0.126360563848101,0,0.112495649147233,0,1,15,2.08206178570336,0.990058823529412,18.9406707882317,0.0229885057471264
"VIVAX_STR_302",0.57,41,0,41,1,0.412650275888148,0,0.48641210870313,0.233459021202313,1,11,0.919546510412372,0.99953216374269,6.73154169123378,0.0172413793103448
"VIVAX_STR_305",0.58,42,0,42,0.239080459770115,0.0277916511697926,0,0.0677274581803344,0,1,13,0.898197357688043,1,12.8807335356555,0.0114942528735632
"VIVAX_STR_306",0.57,36,50,14,0.125,0.0113636363636364,0,0.0114942528735633,0,2,6,0.596333074207009,1,0.910490141413714,0
"VIVAX_STR_310",0.56,37,0,37,1,0.406193642787779,0,0.413800657174151,0.0448188389743805,1,16,3.51948489310767,0.99355421686747,26.8456799569002,0.0459770114942529
"VIVAX_STR_311",0.57,48,0,48,0.666666666666667,0.104500292226768,0,0.160990712074303,0.0184625779922306,1,12,1.01237291765777,1,12.0878208034812,0.0172413793103448
"VIVAX_STR_313",0.58,36,0,36,1,0.11035261035261,0,0.0458996328029376,0.0411813524307311,1,14,1.74748312722411,0.982906976744186,19.2947454068413,0.0114942528735632
"VIVAX_STR_314",0.58,33,0,33,0.666666666666667,0.139642857142857,0,0.0592186929536328,0.0205414658137325,1,11,1.30731083552449,0.995060240963855,7.21081060493971,0.0459770114942529
"VIVAX_STR_320",0.58,44,16.6666666666667,27.3333333333333,0,0,0,0,0,6,3,0.623221637694999,1,0.00531785123922893,0.00574712643678161
"VIVAX_STR_321",0.61,53,60,7,0,0,0,0,0,3,3.33333,0.452661167145333,1,0.0203003254022748,0.0114942528735632
"VIVAX_STR_322",0.57,41,5.55555555555556,35.4444444444444,0,0,0,0,0,1,18,1.01257682450742,0.996860465116279,16.4710115042481,0.0114942528735632
"VIVAX_STR_323",0.59,45,50,5,0.0338983050847457,0.00308166409861325,0,0.0116279069767443,0,2,5,0.653187218497317,0.994186046511628,0.0664659563561578,0.0114942528735632
"VIVAX_STR_324",0.58,46,0,46,0,0,0,0,0,1,10,0.753702601171741,1,4.86463169202221,0.0172413793103448
"VIVAX_STR_325",0.59,37,0,37,0.0677555958862672,0.00615959962602429,0,0.0231198150414797,0,1,10,1.99235055108337,1,5.05859195093345,0.0114942528735632
"VIVAX_STR_326",0.56,43,20,23,0.0714285714285713,0.00649350649350648,0,0.0118343195266273,0,5,3,0.856138107147548,1,0.0110905056040738,0.028735632183908
"VIVAX_STR_327",0.57,40,0,40,1,0.51433338893232,0,0.460496782881939,0,1,21,3.10253436328448,0.922073170731707,26.6107614936602,0.0574712643678161
"VIVAX_STR_328",0.6,44,0,44,0.233333333333333,0.0273717208381455,0,0.0456956344349246,0.000165153501223109,1,14,1.77793050828531,0.998023255813953,17.6310885964526,0.0114942528735632
"VIVAX_STR_329",0.58,49,0,49,1,0.41556942478262,0,0.455762186531417,0.0813592070745552,1,20,3.07748352613166,0.918639053254438,23.2654978956335,0.028735632183908
"VIVAX_STR_330",0.6,47,0,47,0.666666666666667,0.371523237328725,0,0.407155896312523,0.0785019041581278,1,19,3.33499679860081,0.939397590361446,22.0051084332942,0.0459770114942529
"VIVAX_STR_332",0.57,34,0,34,0,0,0,0,0,1,11,0.857802191224523,1,10.5180648894183,0.0114942528735632
"VIVAX_STR_333",0.56,41,0,41,0.384615384615385,0.0913368073077693,0,0.124821785001426,0,1,17,2.31055490886254,0.982797619047619,23.1760065026878,0.0344827586206897
"VIVAX_STR_334",0.57,40,0,40,0.5,0.155248022000742,0,0.225908706677937,0.0170406179390128,1,15,3.66355543408786,0.996627218934911,23.4639320583675,0.028735632183908
"VIVAX_STR_335",0.57,36,0,36,0.133333333333333,0.0212634822804314,0,0.0344757241942066,0,1,11,2.88588152502068,0.999883720930233,9.71748480720655,0.0114942528735632
"VIVAX_STR_337",0.6,49,0,49,0,0,0,0,0,1,14,1.62859966111757,0.99953216374269,16.3417872907079,0.0172413793103448
"VIVAX_STR_338",0.61,43,4.76190476190476,38.2380952380952,1,0.452336589391287,0,0.388616891064871,0.112850836903021,1,21,2.35778131084175,0.961802325581395,24.2432506169532,0.0114942528735632
"VIVAX_STR_340",0.58,28,0,28,0.0350877192982457,0.00318979266347688,0,0.0119760479041916,0,1,14,5.4548836970532,0.996646706586826,18.5680692721058,0.0402298850574713
"VIVAX_STR_342",0.58,49,33.3333333333333,15.6666666666667,0.353901996370236,0.0321729087609305,0,0.140554875560996,0.00593998909429112,3,4,0.577704651614777,1,0.0269269351204158,0.0114942528735632
"VIVAX_STR_343",0.55,36,0,36,0.08,0.00727272727272727,0,0.0119760479041916,0,1,10,3.55825575714878,1,4.25580546115664,0.0402298850574713
"VIVAX_STR_344",0.56,40,0,40,0.142857142857143,0.0161218092252575,0,0.0232542139662882,0,1,14,1.61216625816817,0.993742690058479,18.4187215323325,0.0172413793103448
"VIVAX_STR_345",0.57,41,70.5882352941177,29.5882352941177,0,0,0,0,0,5,3.4,0.405630738317735,1,0.00440451021846371,0.0114942528735632
"VIVAX_STR_346",0.57,38,64.2857142857143,26.2857142857143,0,0,0,0,0,3,4.66667,4.40603951627885,1,0.119352127270482,0.00574712643678161
"VIVAX_STR_347",0.57,46,0,46,0,0,0,0,0,1,11,0.868278220987721,1,9.67552261747416,0.028735632183908
"VIVAX_STR_348",0.58,51,0,51,0.0666666666666667,0.00666666666666667,0,0.0116279069767443,0,1,10,1.33452656688309,1,6.18868332283919,0.0114942528735632
"VIVAX_STR_350",0.6,55,0,55,0.664367816091954,0.327195885414914,0,0.536477987421384,0.277561553470446,1,20,3.71687246776161,0.899625,22.9347985101628,0.0804597701149425
"VIVAX_STR_351",0.59,27,0,27,0.247619047619048,0.0394387221973429,0,0.0578489383919249,0.000938619413275892,1,17,2.50406808713436,0.994705882352941,20.6242379191838,0.0229885057471264
"VIVAX_STR_353",0.56,49,54.5454545454545,5.54545454545454,0.285714285714286,0.038961038961039,0,0.0235277542969849,0.000508886779051083,2,5.5,0.691522980259525,1,0.470242463868901,0.028735632183908
"VIVAX_STR_355",0.56,48,4.76190476190476,43.2380952380952,0.333333333333333,0.0810092264637719,0,0.0700741374394068,0.00194237808790401,1,21,1.99082777222411,0.989583333333333,15.3669674723274,0.0344827586206897
"VIVAX_STR_356",0.58,39,0,39,1,0.328713299117135,0,0.248291925465839,0.0543145128852311,1,16,3.11922388446529,0.963540372670807,20.7485206095446,0.0747126436781609
"VIVAX_STR_357",0.55,46,38.8888888888889,7.11111111111111,0,0,0,0,0,3,6,0.543282899626506,1,0.141825772591583,0
"VIVAX_STR_358",0.54,44,35,9,0,0,0,0,0,6,3.33333,1.24597294564494,1,0.0680101659148438,0.0172413793103448
"VIVAX_STR_359",0.56,44,10.5263157894737,33.4736842105263,0.476190476190476,0.15665048902648,0,0.212454212454212,0.0346869694783308,1,19,1.58353784557955,1,4.71620113480002,0.028735632183908
"VIVAX_STR_360",0.58,44,3.7037037037037,40.2962962962963,0.485294117647059,0.224688824218022,0,0.520918900104421,0.000132749440248836,1,27,2.91870988330546,0.999764705882353,19.4979949420404,0.0229885057471264
"VIVAX_STR_361",0.57,55,30,25,0,0,0,0,0,3,3.33333,0.552648661236185,1,0.0167182647455545,0.00574712643678161
"VIVAX_STR_362",0.58,45,63.6363636363636,18.6363636363636,0,0,0,0,0,3,3.66667,0.531724962308621,1,0.0545560551772009,0
"VIVAX_STR_363",0.58,51,27.5,23.5,1,0.31242406531711,0,0.4234326125391,0.359312297888359,3,13.3333,0.590924227250082,1,0.255605162731206,0.0114942528735632
"VIVAX_STR_364",0.58,41,0,41,0.125,0.0125,0,0.0116959064327487,0,1,11,0.825951085200938,0.997368421052632,7.5331394522043,0.0172413793103448
"VIVAX_STR_365",0.59,49,100,51,1,0.152619793999104,0,0.102845872076641,0.0410707708518648,1,10,2.77055785563268,0.994082840236686,17.4212421996842,0.028735632183908
"VIVAX_STR_366",0.58,44,33.3333333333333,10.6666666666667,0,0,0,0,0,3,4,0.424321929604559,1,0.0337003062282143,0
"VIVAX_STR_367",0.6,43,6.25,36.75,0,0,0,0,0,1,16,0.884712308234811,1,10.6195722940997,0.0114942528735632
"VIVAX_STR_368",0.6,63,52.1739130434783,10.8260869565217,0,0,0,0,0.00220995872539182,6,3.83333,2.7731550508707,1,0.0255896707179104,0.0114942528735632
"VIVAX_STR_369",0.58,58,30.7692307692308,27.2307692307692,0,0,0,0,0,3,4.33333,0.368526151983225,1,0.157928063705795,0.00574712643678161
"VIVAX_STR_370",0.58,58,33.3333333333333,24.6666666666667,0,0,0,0,0,3,4,0.820863589212823,1,0.0736216564199921,0.0114942528735632
"VIVAX_STR_373",0.56,45,65,20,0,0,0,0,0,3,6.66667,0.605339708788524,1,0.0171866313895128,0.0459770114942529
"VIVAX_STR_374",0.56,52,0,52,0.247619047619048,0.0645469830246535,0,0.0902192829794641,0,1,15,2.13756147118545,0.990647058823529,20.7308838971623,0.0229885057471264
"VIVAX_STR_375",0.56,48,5.26315789473684,42.7368421052632,0.147692307692308,0.0165082375251867,0,0.0346117231062153,0,1,19,1.14710454953343,0.99906976744186,13.2970549828432,0.0114942528735632
"VIVAX_STR_376",0.55,34,0,34,0,0,0,0,0,1,10,1.31193981262917,1,5.68103251376634,0.00574712643678161
"VIVAX_STR_379",0.59,48,0,48,1,0.0979020979020979,0,0.0248427672955975,0.0415793409822276,1,12,4.14121785544924,0.9998125,17.8406588592778,0.0804597701149425
"VIVAX_STR_380",0.57,47,0,47,0.285714285714286,0.032243618450515,0,0.0235277542969849,0.000812505400684817,1,11,0.944739642622329,0.999467455621302,10.8725727916373,0.028735632183908
"VIVAX_STR_381",0.54,45,63.6363636363636,18.6363636363636,0,0,0,0,0,3,3.66667,1.96323667301425,1,0.0450214543304683,0.0459770114942529
"VIVAX_STR_382",0.57,36,0,36,0.0981881940385738,0.00892619945805216,0,0.034084114012358,0,1,10,0.703140024478396,1,3.88563897011532,0
"VIVAX_STR_383",0.57,39,0,39,0.5,0.0598998459167951,0,0.0344757241942066,0,1,13,1.39292224660112,0.99953488372093,12.6541141843142,0.0114942528735632
"VIVAX_STR_384",0.58,49,65.5172413793103,16.5172413793103,0,0,0,0,0,9,3.22222,0.995616831260177,1,0.122577210103188,0.0517241379310345
"VIVAX_STR_385",0.58,54,68.8524590163934,14.8524590163934,1,0.730812245731644,0.459770114942529,0.609049773755656,0.299112749588921,9,6.77778,1.11145025486334,0.999823529411765,0.318755030243164,0.0229885057471264
"VIVAX_STR_386",0.57,46,0,46,0.294871794871795,0.0329354553492485,0,0.0365068545027645,0,1,14,6.28421582356746,0.992883435582822,21.4637714079415,0.0632183908045977
"VIVAX_STR_389",0.59,50,70,20,0,0,0,0,0,3,3.33333,0.495407955717975,1,0.0307048847187328,0.0114942528735632
"VIVAX_STR_390",0.56,28,5.88235294117647,22.1176470588235,0.514705882352941,0.12845220954084,0,0.239186764999004,0.222937234068114,1,17,0.870498398253634,1,8.14072472797178,0
"VIVAX_STR_393",0.59,67,60.9375,6.0625,1,0.582751169987994,0,0.580919352645179,0.248957676715442,9,7.11111,1.05876035041732,1,0.193156998806137,0.0114942528735632
"VIVAX_STR_395",0.56,44,36.3636363636364,7.63636363636363,0.0338983050847457,0.00308166409861325,0,0.0115606936416186,0,3,3.66667,0.52245496010032,1,0.0469747764782726,0.00574712643678161
"VIVAX_STR_396",0.56,22,0,22,0,0,0,0,0,1,10,0.514595809803517,1,3.40352517431756,0.0114942528735632
"VIVAX_STR_397",0.59,49,70,21,0,0,0,0,0,3,3.33333,0.997804826485545,1,0.0017999856001152,0.0114942528735632
"VIVAX_STR_399",0.6,48,0,48,0,0,0,0,0,1,10,0.552276679343245,1,3.76479189070616,0.0114942528735632
"VIVAX_STR_400",0.58,43,45,2,0,0,0,0,0,6,3.33333,0.606640906310384,1,0,0
"VIVAX_STR_403",0.58,53,100,47,0.285714285714286,0.0483284276387724,0,0.0577097111033763,0,1,10,1.24244175414538,0.997235294117647,10.4240755146129,0.0229885057471264
"VIVAX_STR_405",0.57,47,43.9024390243902,3.09756097560975,0.666666666666667,0.121162244718301,0,0.111439709638392,0.0147889833456477,9,4.55556,0.669355277684571,1,0.0882452758501472,0.00574712643678161
"VIVAX_STR_406",0.58,45,0,45,0,0,0,0,0,1,12,1.45361645679578,1,11.2584466737612,0.0114942528735632
"VIVAX_STR_407",0.57,41,4.76190476190476,36.2380952380952,0,0,0,0,0,1,21,1.71448910233876,1,10.5780511697991,0.0229885057471264
"VIVAX_STR_409",0.57,37,0,37,0,0,0,0,0,1,10,0.743663816584788,1,5.54693097156791,0
"VIVAX_STR_410",0.57,40,50,10,0,0,0,0,0,2,5,0.513974124446875,1,0.0836236646473793,0
"VIVAX_STR_411",0.58,43,70,27,0,0,0,0,0,3,3.33333,2.67943682873921,1,0.0403832294156736,0.0402298850574713
